date,values,variable,senario,metric
2036-07-01,34.28011393609648,TSA_U,cntl,vhds
2036-07-03,35.061540158285325,TSA_U,cntl,vhds
2036-07-04,35.629600792566244,TSA_U,cntl,vhds
2036-07-05,35.50559119804988,TSA_U,cntl,vhds
2036-07-06,35.49070789632819,TSA_U,cntl,vhds
2036-07-07,36.049271933453,TSA_U,cntl,vhds
2036-07-08,35.94511262722642,TSA_U,cntl,vhds
2036-07-09,35.720752332701466,TSA_U,cntl,vhds
2036-07-10,35.27283619757297,TSA_U,cntl,vhds
2036-07-11,35.64518490859545,TSA_U,cntl,vhds
2036-07-12,35.44316070778745,TSA_U,cntl,vhds
2036-07-13,35.02480751839833,TSA_U,cntl,vhds
2036-07-15,33.4309332277033,TSA_U,cntl,vhds
2036-07-16,34.63714675753825,TSA_U,cntl,vhds
2036-07-17,36.157117565019625,TSA_U,cntl,vhds
2036-07-18,36.77135177502468,TSA_U,cntl,vhds
2036-07-19,36.924737622570674,TSA_U,cntl,vhds
2036-07-20,34.74823838330762,TSA_U,cntl,vhds
2036-07-21,35.6216193546088,TSA_U,cntl,vhds
2036-07-22,36.03530078619392,TSA_U,cntl,vhds
2036-07-23,35.75684872648354,TSA_U,cntl,vhds
2036-07-24,36.15964791403312,TSA_U,cntl,vhds
2036-07-25,36.17754086023984,TSA_U,cntl,vhds
2036-07-26,34.10327724819862,TSA_U,cntl,vhds
2036-07-27,34.50307963052645,TSA_U,cntl,vhds
2036-07-28,35.53743310172898,TSA_U,cntl,vhds
2036-07-29,34.48474312332432,TSA_U,cntl,vhds
2036-07-30,33.75850682014473,TSA_U,cntl,vhds
2036-07-31,34.84646267888749,TSA_U,cntl,vhds
2036-08-01,34.99665337714338,TSA_U,cntl,vhds
2036-08-02,34.53883133022233,TSA_U,cntl,vhds
2036-08-03,34.93755485848153,TSA_U,cntl,vhds
2036-08-04,35.09053449535824,TSA_U,cntl,vhds
2036-08-05,33.42414229138935,TSA_U,cntl,vhds
2036-08-06,33.41231216542975,TSA_U,cntl,vhds
2036-08-07,35.25490093264949,TSA_U,cntl,vhds
2036-08-08,35.95402163277323,TSA_U,cntl,vhds
2036-08-09,34.35686145407245,TSA_U,cntl,vhds
2036-08-10,35.733172362845465,TSA_U,cntl,vhds
2036-08-11,36.67428950539756,TSA_U,cntl,vhds
2036-08-12,37.998362057780085,TSA_U,cntl,vhds
2036-08-13,38.11697772029486,TSA_U,cntl,vhds
2036-08-14,37.98444766419908,TSA_U,cntl,vhds
2036-08-15,37.6060883714165,TSA_U,cntl,vhds
2036-08-16,37.36734341369552,TSA_U,cntl,vhds
2036-08-17,36.3339569852033,TSA_U,cntl,vhds
2036-08-18,36.15281744090307,TSA_U,cntl,vhds
2036-08-19,36.79391638921097,TSA_U,cntl,vhds
2036-08-20,36.35298311080826,TSA_U,cntl,vhds
2036-08-21,37.00545419296176,TSA_U,cntl,vhds
2036-08-22,36.68150459309972,TSA_U,cntl,vhds
2036-08-23,35.569802511131336,TSA_U,cntl,vhds
2036-08-24,37.20584336308872,TSA_U,cntl,vhds
2036-08-26,34.86772913578327,TSA_U,cntl,vhds
2036-08-27,35.0616691442485,TSA_U,cntl,vhds
2036-08-28,35.36617096306895,TSA_U,cntl,vhds
2036-08-29,35.76309728693477,TSA_U,cntl,vhds
2036-08-30,35.47859304737263,TSA_U,cntl,vhds
2036-08-31,35.13844281469666,TSA_U,cntl,vhds
2036-09-01,36.15072823797495,TSA_U,cntl,vhds
2036-09-02,36.6258599933524,TSA_U,cntl,vhds
2036-09-03,36.58844178806591,TSA_U,cntl,vhds
2036-09-04,36.1199503649277,TSA_U,cntl,vhds
2036-09-05,35.37985948340943,TSA_U,cntl,vhds
2036-09-06,34.6732065405401,TSA_U,cntl,vhds
2036-09-07,35.68847800142132,TSA_U,cntl,vhds
2036-09-08,35.84840638628176,TSA_U,cntl,vhds
2036-09-09,35.03366217238066,TSA_U,cntl,vhds
2036-09-10,34.536146916631985,TSA_U,cntl,vhds
2036-09-11,34.270714867827834,TSA_U,cntl,vhds
2036-09-12,34.091158133888335,TSA_U,cntl,vhds
2036-09-13,34.01263607497671,TSA_U,cntl,vhds
2036-09-14,34.26099447410102,TSA_U,cntl,vhds
2036-09-15,34.10635337543473,TSA_U,cntl,vhds
2036-09-16,34.46989645673166,TSA_U,cntl,vhds
2036-09-17,35.15121444057365,TSA_U,cntl,vhds
2036-09-18,34.61611574122079,TSA_U,cntl,vhds
2036-09-19,34.26622956927905,TSA_U,cntl,vhds
2036-09-21,34.37686563861949,TSA_U,cntl,vhds
2036-09-22,33.74282667670654,TSA_U,cntl,vhds
2036-09-23,34.47820960063499,TSA_U,cntl,vhds
2036-09-24,33.2230156043404,TSA_U,cntl,vhds
2036-09-25,34.044398454015635,TSA_U,cntl,vhds
2036-09-26,33.366281894905626,TSA_U,cntl,vhds
2036-09-27,34.13932689286489,TSA_U,cntl,vhds
2036-09-28,33.58166113750763,TSA_U,cntl,vhds
2036-09-29,33.30919770351207,TSA_U,cntl,vhds
2036-10-02,33.77119357102629,TSA_U,cntl,vhds
2036-10-04,35.14073209878554,TSA_U,cntl,vhds
2036-10-05,34.82586941715378,TSA_U,cntl,vhds
2036-10-06,33.947434210963806,TSA_U,cntl,vhds
2036-10-07,33.34560738861771,TSA_U,cntl,vhds
2036-10-08,33.63378463608398,TSA_U,cntl,vhds
2036-10-09,33.84394762694346,TSA_U,cntl,vhds
2036-10-10,33.15505017059667,TSA_U,cntl,vhds
2036-10-19,33.04604516094745,TSA_U,cntl,vhds
2036-10-21,33.237454009857025,TSA_U,cntl,vhds
2036-10-24,33.13543115065877,TSA_U,cntl,vhds
2036-10-25,33.63439185202325,TSA_U,cntl,vhds
2037-05-03,34.359726664673644,TSA_U,cntl,vhds
2037-05-10,33.55762953561507,TSA_U,cntl,vhds
2037-05-13,33.0233356561243,TSA_U,cntl,vhds
2037-05-15,33.36230777828364,TSA_U,cntl,vhds
2037-05-24,33.25839029285457,TSA_U,cntl,vhds
2037-05-26,33.115256573223064,TSA_U,cntl,vhds
2037-06-02,33.01073136963891,TSA_U,cntl,vhds
2037-06-03,33.713895106914315,TSA_U,cntl,vhds
2037-06-04,33.789769470126934,TSA_U,cntl,vhds
2037-06-05,34.39541637141252,TSA_U,cntl,vhds
2037-06-06,33.73717705731456,TSA_U,cntl,vhds
2037-06-07,33.99923384385384,TSA_U,cntl,vhds
2037-06-08,34.091128926674706,TSA_U,cntl,vhds
2037-06-09,34.04278772339273,TSA_U,cntl,vhds
2037-06-10,33.72998143960229,TSA_U,cntl,vhds
2037-06-11,34.376836185815414,TSA_U,cntl,vhds
2037-06-12,34.139587356830255,TSA_U,cntl,vhds
2037-06-13,34.16091949940243,TSA_U,cntl,vhds
2037-06-14,34.68458366887009,TSA_U,cntl,vhds
2037-06-15,34.60469661653105,TSA_U,cntl,vhds
2037-06-16,34.06822725070113,TSA_U,cntl,vhds
2037-06-17,33.64780259426494,TSA_U,cntl,vhds
2037-06-18,33.06499199028206,TSA_U,cntl,vhds
2037-06-19,34.52444258472401,TSA_U,cntl,vhds
2037-06-20,36.48164945409754,TSA_U,cntl,vhds
2037-06-21,35.151244473140274,TSA_U,cntl,vhds
2037-06-22,33.840845228895134,TSA_U,cntl,vhds
2037-06-23,34.604751038299455,TSA_U,cntl,vhds
2037-06-24,35.02414040244693,TSA_U,cntl,vhds
2037-06-25,34.72438877719862,TSA_U,cntl,vhds
2037-06-26,34.6694428093308,TSA_U,cntl,vhds
2037-06-27,34.312165125204466,TSA_U,cntl,vhds
2037-06-29,34.66888045231502,TSA_U,cntl,vhds
2037-06-30,35.34848402344738,TSA_U,cntl,vhds
2037-07-01,35.115310458847304,TSA_U,cntl,vhds
2037-07-02,34.629109232555855,TSA_U,cntl,vhds
2037-07-03,33.31841913925173,TSA_U,cntl,vhds
2037-07-04,34.80935471121061,TSA_U,cntl,vhds
2037-07-05,36.409934388810186,TSA_U,cntl,vhds
2037-07-06,35.89804542847348,TSA_U,cntl,vhds
2037-07-07,35.78669695258108,TSA_U,cntl,vhds
2037-07-08,33.67075422588473,TSA_U,cntl,vhds
2037-07-09,34.22194270861838,TSA_U,cntl,vhds
2037-07-10,35.06887288464342,TSA_U,cntl,vhds
2037-07-11,35.02228652842373,TSA_U,cntl,vhds
2037-07-12,35.33120694953645,TSA_U,cntl,vhds
2037-07-13,35.601268224729296,TSA_U,cntl,vhds
2037-07-14,35.25568272240455,TSA_U,cntl,vhds
2037-07-15,34.61109528443941,TSA_U,cntl,vhds
2037-07-16,35.400124340281465,TSA_U,cntl,vhds
2037-07-17,36.28982267592685,TSA_U,cntl,vhds
2037-07-18,36.09445557048425,TSA_U,cntl,vhds
2037-07-19,36.31602939745891,TSA_U,cntl,vhds
2037-07-20,36.219050354579416,TSA_U,cntl,vhds
2037-07-21,35.6306236221244,TSA_U,cntl,vhds
2037-07-22,35.952575071958115,TSA_U,cntl,vhds
2037-07-23,36.32100421602506,TSA_U,cntl,vhds
2037-07-24,36.1970976725419,TSA_U,cntl,vhds
2037-07-25,35.593957248912105,TSA_U,cntl,vhds
2037-07-26,35.39308749832331,TSA_U,cntl,vhds
2037-07-27,35.951661312451435,TSA_U,cntl,vhds
2037-07-28,35.893312421524584,TSA_U,cntl,vhds
2037-07-29,36.48904206604181,TSA_U,cntl,vhds
2037-07-30,36.91237420704599,TSA_U,cntl,vhds
2037-07-31,36.04919051232961,TSA_U,cntl,vhds
2037-08-01,36.31639033029955,TSA_U,cntl,vhds
2037-08-02,36.61991306097761,TSA_U,cntl,vhds
2037-08-03,36.33635381108629,TSA_U,cntl,vhds
2037-08-04,36.669500886303965,TSA_U,cntl,vhds
2037-08-05,36.04473372016076,TSA_U,cntl,vhds
2037-08-06,36.85518848598154,TSA_U,cntl,vhds
2037-08-07,36.55356633694282,TSA_U,cntl,vhds
2037-08-08,36.18508190378077,TSA_U,cntl,vhds
2037-08-09,35.25316231937517,TSA_U,cntl,vhds
2037-08-10,36.47739506338765,TSA_U,cntl,vhds
2037-08-11,36.09070594041334,TSA_U,cntl,vhds
2037-08-12,35.97912687099932,TSA_U,cntl,vhds
2037-08-13,36.07517038893337,TSA_U,cntl,vhds
2037-08-14,35.74251715693442,TSA_U,cntl,vhds
2037-08-15,35.69198568310192,TSA_U,cntl,vhds
2037-08-16,36.21152037600598,TSA_U,cntl,vhds
2037-08-17,36.1720211391748,TSA_U,cntl,vhds
2037-08-18,36.30556648078801,TSA_U,cntl,vhds
2037-08-19,35.3737505284418,TSA_U,cntl,vhds
2037-08-20,35.18731955793143,TSA_U,cntl,vhds
2037-08-21,34.57374668758474,TSA_U,cntl,vhds
2037-08-22,34.13624163430576,TSA_U,cntl,vhds
2037-08-23,34.731827423841345,TSA_U,cntl,vhds
2037-08-25,36.67588678094052,TSA_U,cntl,vhds
2037-08-26,33.920922276389256,TSA_U,cntl,vhds
2037-08-27,35.00699920855428,TSA_U,cntl,vhds
2037-08-28,36.17949064690716,TSA_U,cntl,vhds
2037-08-29,35.02327765449022,TSA_U,cntl,vhds
2037-08-30,33.62104328677068,TSA_U,cntl,vhds
2037-08-31,34.416711553611485,TSA_U,cntl,vhds
2037-09-01,34.44556998137807,TSA_U,cntl,vhds
2037-09-02,34.46765905574624,TSA_U,cntl,vhds
2037-09-03,34.71531332526158,TSA_U,cntl,vhds
2037-09-04,34.914532662600514,TSA_U,cntl,vhds
2037-09-05,35.230241831360786,TSA_U,cntl,vhds
2037-09-06,36.31336697052736,TSA_U,cntl,vhds
2037-09-09,33.45799790143183,TSA_U,cntl,vhds
2037-09-10,35.943052450800096,TSA_U,cntl,vhds
2037-09-11,35.09805567874094,TSA_U,cntl,vhds
2037-09-12,36.05246573670222,TSA_U,cntl,vhds
2037-09-13,34.56221699438412,TSA_U,cntl,vhds
2037-09-14,35.6659793673964,TSA_U,cntl,vhds
2037-09-15,35.06257396033919,TSA_U,cntl,vhds
2037-09-18,33.27065272051142,TSA_U,cntl,vhds
2037-09-19,33.939122301294915,TSA_U,cntl,vhds
2037-09-20,34.01355079046785,TSA_U,cntl,vhds
2037-09-21,33.36785766575977,TSA_U,cntl,vhds
2037-09-22,33.83708508812614,TSA_U,cntl,vhds
2037-09-24,33.95480104194313,TSA_U,cntl,vhds
2037-09-28,34.12764796104452,TSA_U,cntl,vhds
2037-09-29,33.72350002118023,TSA_U,cntl,vhds
2037-09-30,34.01956004877443,TSA_U,cntl,vhds
2037-10-01,33.32100000375965,TSA_U,cntl,vhds
2037-10-03,33.76501446984428,TSA_U,cntl,vhds
2037-10-04,33.38956598501951,TSA_U,cntl,vhds
2037-10-06,33.52020487581428,TSA_U,cntl,vhds
2037-10-19,33.34288611794419,TSA_U,cntl,vhds
2037-10-20,33.54566152083705,TSA_U,cntl,vhds
2037-10-28,33.840705749929306,TSA_U,cntl,vhds
2038-04-10,33.47789724067278,TSA_U,cntl,vhds
2038-04-20,33.131275786864016,TSA_U,cntl,vhds
2038-04-21,35.24574224700611,TSA_U,cntl,vhds
2038-04-22,34.171679225911994,TSA_U,cntl,vhds
2038-04-24,33.27829147836749,TSA_U,cntl,vhds
2038-04-25,33.368955166187675,TSA_U,cntl,vhds
2038-04-28,33.15009920363235,TSA_U,cntl,vhds
2038-04-29,33.705744460265535,TSA_U,cntl,vhds
2038-04-30,33.2354369467798,TSA_U,cntl,vhds
2038-05-02,33.834829356988315,TSA_U,cntl,vhds
2038-05-03,33.96032721940038,TSA_U,cntl,vhds
2038-05-10,33.56561455655842,TSA_U,cntl,vhds
2038-05-16,33.20493925504824,TSA_U,cntl,vhds
2038-05-22,33.808800381600925,TSA_U,cntl,vhds
2038-05-23,33.94948627908393,TSA_U,cntl,vhds
2038-05-25,33.067637984905666,TSA_U,cntl,vhds
2038-05-26,33.156285549967194,TSA_U,cntl,vhds
2038-05-27,33.53363086365229,TSA_U,cntl,vhds
2038-05-28,33.726892693746926,TSA_U,cntl,vhds
2038-05-29,33.8899890912869,TSA_U,cntl,vhds
2038-05-30,34.39418121876254,TSA_U,cntl,vhds
2038-05-31,34.14945457671662,TSA_U,cntl,vhds
2038-06-01,34.4193801151701,TSA_U,cntl,vhds
2038-06-02,34.431752458996364,TSA_U,cntl,vhds
2038-06-04,33.97882163797973,TSA_U,cntl,vhds
2038-06-12,33.672860809249016,TSA_U,cntl,vhds
2038-06-13,33.94515326207273,TSA_U,cntl,vhds
2038-06-14,34.07523501845423,TSA_U,cntl,vhds
2038-06-15,34.200113886939825,TSA_U,cntl,vhds
2038-06-16,33.73012743006545,TSA_U,cntl,vhds
2038-06-17,34.161184192422816,TSA_U,cntl,vhds
2038-06-18,34.45263697742971,TSA_U,cntl,vhds
2038-06-19,34.25479834238019,TSA_U,cntl,vhds
2038-06-20,34.40058775282448,TSA_U,cntl,vhds
2038-06-21,34.34155767101159,TSA_U,cntl,vhds
2038-06-22,34.42743090354072,TSA_U,cntl,vhds
2038-06-23,34.86960734935491,TSA_U,cntl,vhds
2038-06-24,35.66670032723993,TSA_U,cntl,vhds
2038-06-25,35.5629805881282,TSA_U,cntl,vhds
2038-06-26,35.82529411972588,TSA_U,cntl,vhds
2038-06-27,35.79658426409782,TSA_U,cntl,vhds
2038-06-28,36.05632502731088,TSA_U,cntl,vhds
2038-06-29,35.74788621823175,TSA_U,cntl,vhds
2038-06-30,36.14757375216405,TSA_U,cntl,vhds
2038-07-01,36.11246261119504,TSA_U,cntl,vhds
2038-07-02,36.080341327517495,TSA_U,cntl,vhds
2038-07-03,36.78717222475384,TSA_U,cntl,vhds
2038-07-04,36.55496433527288,TSA_U,cntl,vhds
2038-07-05,36.01370807013721,TSA_U,cntl,vhds
2038-07-07,34.97513076778098,TSA_U,cntl,vhds
2038-07-08,35.55507168108592,TSA_U,cntl,vhds
2038-07-09,35.9623402566923,TSA_U,cntl,vhds
2038-07-10,36.07752116544775,TSA_U,cntl,vhds
2038-07-11,36.02424294672389,TSA_U,cntl,vhds
2038-07-12,35.68493829555411,TSA_U,cntl,vhds
2038-07-13,35.63052075812577,TSA_U,cntl,vhds
2038-07-14,35.03640179769735,TSA_U,cntl,vhds
2038-07-15,35.78314803136808,TSA_U,cntl,vhds
2038-07-16,37.26875950695274,TSA_U,cntl,vhds
2038-07-17,37.262822478748205,TSA_U,cntl,vhds
2038-07-18,34.35413168816083,TSA_U,cntl,vhds
2038-07-19,36.2002271214356,TSA_U,cntl,vhds
2038-07-20,36.15412954976028,TSA_U,cntl,vhds
2038-07-21,34.8733864703332,TSA_U,cntl,vhds
2038-07-22,35.55560822281451,TSA_U,cntl,vhds
2038-07-23,34.46012595176888,TSA_U,cntl,vhds
2038-07-24,34.94948366078631,TSA_U,cntl,vhds
2038-07-26,34.87519432476713,TSA_U,cntl,vhds
2038-07-27,35.48829588925363,TSA_U,cntl,vhds
2038-07-28,35.91960537244717,TSA_U,cntl,vhds
2038-07-29,33.518183101919185,TSA_U,cntl,vhds
2038-07-30,36.16319097420524,TSA_U,cntl,vhds
2038-07-31,36.125093181840384,TSA_U,cntl,vhds
2038-08-01,36.68917749740193,TSA_U,cntl,vhds
2038-08-02,36.49684023534768,TSA_U,cntl,vhds
2038-08-03,36.57541024325526,TSA_U,cntl,vhds
2038-08-04,36.40803580291471,TSA_U,cntl,vhds
2038-08-05,36.66612319870672,TSA_U,cntl,vhds
2038-08-06,35.64042038820746,TSA_U,cntl,vhds
2038-08-07,36.36463896213891,TSA_U,cntl,vhds
2038-08-08,37.067217156804176,TSA_U,cntl,vhds
2038-08-09,36.35261496750719,TSA_U,cntl,vhds
2038-08-10,37.16851130498216,TSA_U,cntl,vhds
2038-08-11,38.31561792426756,TSA_U,cntl,vhds
2038-08-12,38.79137637399765,TSA_U,cntl,vhds
2038-08-13,38.12912202537144,TSA_U,cntl,vhds
2038-08-14,37.44179153782213,TSA_U,cntl,vhds
2038-08-15,33.4600502268793,TSA_U,cntl,vhds
2038-08-16,38.82910254732165,TSA_U,cntl,vhds
2038-08-17,39.19199756260188,TSA_U,cntl,vhds
2038-08-18,37.23988918602859,TSA_U,cntl,vhds
2038-08-19,36.904939401081805,TSA_U,cntl,vhds
2038-08-20,37.0341346977363,TSA_U,cntl,vhds
2038-08-21,36.89306508455866,TSA_U,cntl,vhds
2038-08-22,36.66854107957372,TSA_U,cntl,vhds
2038-08-23,33.6161145608293,TSA_U,cntl,vhds
2038-08-24,36.58248008436711,TSA_U,cntl,vhds
2038-08-25,37.53058737442164,TSA_U,cntl,vhds
2038-08-26,37.36023685917885,TSA_U,cntl,vhds
2038-08-27,34.24044035214583,TSA_U,cntl,vhds
2038-08-28,36.66284639063469,TSA_U,cntl,vhds
2038-08-29,35.71547438510776,TSA_U,cntl,vhds
2038-08-30,36.50146902477783,TSA_U,cntl,vhds
2038-08-31,36.55745513092194,TSA_U,cntl,vhds
2038-09-02,35.769531220888055,TSA_U,cntl,vhds
2038-09-03,34.34717411426188,TSA_U,cntl,vhds
2038-09-04,34.80613744434427,TSA_U,cntl,vhds
2038-09-05,34.811385553705065,TSA_U,cntl,vhds
2038-09-06,35.109419623688034,TSA_U,cntl,vhds
2038-09-07,34.53546885644042,TSA_U,cntl,vhds
2038-09-08,35.58298780801928,TSA_U,cntl,vhds
2038-09-09,33.45883812585544,TSA_U,cntl,vhds
2038-09-10,34.15430165890838,TSA_U,cntl,vhds
2038-09-11,33.81486863291371,TSA_U,cntl,vhds
2038-09-14,33.61787546059936,TSA_U,cntl,vhds
2038-09-15,34.48793260953735,TSA_U,cntl,vhds
2038-09-16,34.74182530186727,TSA_U,cntl,vhds
2038-09-17,34.967968039122354,TSA_U,cntl,vhds
2038-09-18,35.43567421538963,TSA_U,cntl,vhds
2038-09-20,33.725893990454,TSA_U,cntl,vhds
2038-09-21,34.68528864257359,TSA_U,cntl,vhds
2038-09-22,34.05895012835885,TSA_U,cntl,vhds
2038-09-23,34.035679705254736,TSA_U,cntl,vhds
2038-09-24,34.467756292808154,TSA_U,cntl,vhds
2038-09-25,34.83696836926792,TSA_U,cntl,vhds
2038-09-26,34.61911505272087,TSA_U,cntl,vhds
2038-09-27,34.4266905130614,TSA_U,cntl,vhds
2038-09-28,34.51150397502555,TSA_U,cntl,vhds
2038-09-29,33.9647127889495,TSA_U,cntl,vhds
2038-09-30,34.778744035501575,TSA_U,cntl,vhds
2038-10-01,34.652660100805434,TSA_U,cntl,vhds
2038-10-02,36.31332676257786,TSA_U,cntl,vhds
2038-10-03,37.00195930159413,TSA_U,cntl,vhds
2038-10-04,36.52360859679028,TSA_U,cntl,vhds
2038-10-12,34.621684748770214,TSA_U,cntl,vhds
2038-10-13,35.274357817237174,TSA_U,cntl,vhds
2038-10-22,33.66726709966964,TSA_U,cntl,vhds
2038-10-23,33.62161519331252,TSA_U,cntl,vhds
2039-03-31,33.13543394050214,TSA_U,cntl,vhds
2039-04-26,33.68679985917244,TSA_U,cntl,vhds
2039-05-10,33.65410647039705,TSA_U,cntl,vhds
2039-05-11,34.42843591664659,TSA_U,cntl,vhds
2039-05-14,33.02564610712389,TSA_U,cntl,vhds
2039-05-15,34.41601959896632,TSA_U,cntl,vhds
2039-05-16,35.035524390721946,TSA_U,cntl,vhds
2039-05-22,33.93043316043109,TSA_U,cntl,vhds
2039-05-23,34.855650309426075,TSA_U,cntl,vhds
2039-05-24,34.55818662950178,TSA_U,cntl,vhds
2039-05-25,35.503352449291505,TSA_U,cntl,vhds
2039-05-26,35.44705815883647,TSA_U,cntl,vhds
2039-05-27,35.27101640432865,TSA_U,cntl,vhds
2039-05-28,34.45063323069581,TSA_U,cntl,vhds
2039-05-29,33.925608271816174,TSA_U,cntl,vhds
2039-05-30,33.455421733997014,TSA_U,cntl,vhds
2039-06-01,34.19928075065054,TSA_U,cntl,vhds
2039-06-02,34.51725679614949,TSA_U,cntl,vhds
2039-06-03,34.95314981381685,TSA_U,cntl,vhds
2039-06-06,36.245783567056016,TSA_U,cntl,vhds
2039-06-07,34.93630132422377,TSA_U,cntl,vhds
2039-06-08,34.41505012287137,TSA_U,cntl,vhds
2039-06-09,35.04040754376741,TSA_U,cntl,vhds
2039-06-10,34.12941473766531,TSA_U,cntl,vhds
2039-06-11,34.54388445292393,TSA_U,cntl,vhds
2039-06-12,34.598082588900496,TSA_U,cntl,vhds
2039-06-13,33.8344023382186,TSA_U,cntl,vhds
2039-06-14,33.71981098540886,TSA_U,cntl,vhds
2039-06-15,34.00690179391648,TSA_U,cntl,vhds
2039-06-16,34.57401988716432,TSA_U,cntl,vhds
2039-06-17,35.17408546437334,TSA_U,cntl,vhds
2039-06-18,35.19938373573286,TSA_U,cntl,vhds
2039-06-19,34.14440755570042,TSA_U,cntl,vhds
2039-06-20,34.814595219456336,TSA_U,cntl,vhds
2039-06-21,34.67495326805571,TSA_U,cntl,vhds
2039-06-22,35.9356033516231,TSA_U,cntl,vhds
2039-06-23,35.79709466963576,TSA_U,cntl,vhds
2039-06-24,33.755424079584344,TSA_U,cntl,vhds
2039-06-25,34.80460022110792,TSA_U,cntl,vhds
2039-06-26,33.69836533551811,TSA_U,cntl,vhds
2039-06-27,34.696449075318746,TSA_U,cntl,vhds
2039-06-28,34.78835831968887,TSA_U,cntl,vhds
2039-06-29,35.3313897202104,TSA_U,cntl,vhds
2039-06-30,36.05710404088,TSA_U,cntl,vhds
2039-07-01,36.2313567114546,TSA_U,cntl,vhds
2039-07-02,36.43127830437221,TSA_U,cntl,vhds
2039-07-03,36.05985485071134,TSA_U,cntl,vhds
2039-07-04,36.60589593762543,TSA_U,cntl,vhds
2039-07-05,36.871875025861605,TSA_U,cntl,vhds
2039-07-06,37.7553499165205,TSA_U,cntl,vhds
2039-07-07,36.753775500844405,TSA_U,cntl,vhds
2039-07-08,34.009129992986736,TSA_U,cntl,vhds
2039-07-09,34.89454053296671,TSA_U,cntl,vhds
2039-07-10,34.155049109928065,TSA_U,cntl,vhds
2039-07-11,35.811965687485014,TSA_U,cntl,vhds
2039-07-12,36.11137303225436,TSA_U,cntl,vhds
2039-07-13,35.41733503917291,TSA_U,cntl,vhds
2039-07-14,35.76751572996238,TSA_U,cntl,vhds
2039-07-15,36.08472318503823,TSA_U,cntl,vhds
2039-07-16,36.00773657203843,TSA_U,cntl,vhds
2039-07-17,35.7296211097406,TSA_U,cntl,vhds
2039-07-18,35.64618668461581,TSA_U,cntl,vhds
2039-07-19,35.330533509164354,TSA_U,cntl,vhds
2039-07-20,35.79790576621446,TSA_U,cntl,vhds
2039-07-21,36.7664876319914,TSA_U,cntl,vhds
2039-07-22,33.98635389541482,TSA_U,cntl,vhds
2039-07-23,34.899956684523964,TSA_U,cntl,vhds
2039-07-24,34.68123404414726,TSA_U,cntl,vhds
2039-07-25,35.07371911117916,TSA_U,cntl,vhds
2039-07-26,34.42208973435583,TSA_U,cntl,vhds
2039-07-27,34.43147887537883,TSA_U,cntl,vhds
2039-07-28,34.88452465632972,TSA_U,cntl,vhds
2039-07-29,34.69954630642902,TSA_U,cntl,vhds
2039-07-30,34.78853064870623,TSA_U,cntl,vhds
2039-07-31,35.0606174170414,TSA_U,cntl,vhds
2039-08-01,34.39578518576788,TSA_U,cntl,vhds
2039-08-02,34.52259036739918,TSA_U,cntl,vhds
2039-08-03,34.65492080524886,TSA_U,cntl,vhds
2039-08-04,36.20474435845048,TSA_U,cntl,vhds
2039-08-05,36.09743807430095,TSA_U,cntl,vhds
2039-08-06,36.2669241872562,TSA_U,cntl,vhds
2039-08-07,36.72616068439739,TSA_U,cntl,vhds
2039-08-08,37.1838748152079,TSA_U,cntl,vhds
2039-08-09,35.90720867770069,TSA_U,cntl,vhds
2039-08-10,34.17272877605101,TSA_U,cntl,vhds
2039-08-11,35.069064182941744,TSA_U,cntl,vhds
2039-08-12,36.116455430205406,TSA_U,cntl,vhds
2039-08-13,36.939954291285616,TSA_U,cntl,vhds
2039-08-14,36.48713935385436,TSA_U,cntl,vhds
2039-08-15,37.09225339794594,TSA_U,cntl,vhds
2039-08-16,36.57081637223406,TSA_U,cntl,vhds
2039-08-17,37.769850960288686,TSA_U,cntl,vhds
2039-08-18,36.91544996923809,TSA_U,cntl,vhds
2039-08-19,35.855501191528454,TSA_U,cntl,vhds
2039-08-20,36.33008886932053,TSA_U,cntl,vhds
2039-08-21,35.46165492656941,TSA_U,cntl,vhds
2039-08-22,35.28288482124315,TSA_U,cntl,vhds
2039-08-23,34.285571026454654,TSA_U,cntl,vhds
2039-08-24,35.52680787834036,TSA_U,cntl,vhds
2039-08-25,36.608406918084135,TSA_U,cntl,vhds
2039-08-26,36.405401578498,TSA_U,cntl,vhds
2039-08-27,37.11472845315348,TSA_U,cntl,vhds
2039-08-28,36.58397931284034,TSA_U,cntl,vhds
2039-08-29,36.08854660582584,TSA_U,cntl,vhds
2039-08-30,34.839639192547445,TSA_U,cntl,vhds
2039-08-31,36.34717395537679,TSA_U,cntl,vhds
2039-09-01,35.80072628340158,TSA_U,cntl,vhds
2039-09-02,35.10095286973608,TSA_U,cntl,vhds
2039-09-03,33.06514525373489,TSA_U,cntl,vhds
2039-09-07,34.70169557756972,TSA_U,cntl,vhds
2039-09-08,34.86978683662502,TSA_U,cntl,vhds
2039-09-09,35.50983404445461,TSA_U,cntl,vhds
2039-09-10,34.82721680378226,TSA_U,cntl,vhds
2039-09-11,35.75827072545434,TSA_U,cntl,vhds
2039-09-12,35.485780221357224,TSA_U,cntl,vhds
2039-09-13,34.44325481505732,TSA_U,cntl,vhds
2039-09-14,35.18278214389845,TSA_U,cntl,vhds
2039-09-15,34.97910443914661,TSA_U,cntl,vhds
2039-09-16,33.897587192172736,TSA_U,cntl,vhds
2039-09-17,36.82014433552218,TSA_U,cntl,vhds
2039-09-18,37.48044595167247,TSA_U,cntl,vhds
